Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides UPS2_yeast	Razor + unique peptides UPS2_yeast	Unique peptides UPS2_yeast	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type UPS2_yeast	Sequence coverage UPS2_yeast [%]	Intensity	Intensity UPS2_yeast	iBAQ	iBAQ UPS2_yeast	LFQ intensity UPS2_yeast	MS/MS Count UPS2_yeast	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P00358|G3P2_YEAST	sp|P00358|G3P2_YEAST	25	3	3	>sp|P00358|G3P2_YEAST Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDH2 PE=1 SV=3	1	25	3	3	25	3	3	69.6	14.2	14.2	35.846	332	332	1	11	0	10.964	By MS/MS	69.6	3315700000	3315700000	165790000	165790000	7193400000	14	14				30	1639;1640;1916;1917;3103;3272;3891;4186;4802;5072;5183;5817;7011;7467;7468;7566;7845;7934;8055;8205;8206;8229;8385;8386;8442	False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False	1660;1661;1940;1941;3147;3320;3944;4246;4247;4871;5144;5145;5260;5920;7127;7585;7586;7687;7970;7971;8062;8184;8336;8337;8361;8362;8363;8521;8522;8580	6065;6066;6067;6068;6069;6070;7065;7066;7067;7068;7069;7070;7071;7072;7073;7074;7075;7076;11573;11574;11575;11576;12232;12233;12234;14515;14516;14517;14518;14519;14520;14521;14522;14523;14524;15831;15832;15833;15834;15835;15836;15837;15838;15839;15840;15841;15842;18157;18158;18159;18160;19157;19158;19159;19160;19161;19162;19163;19164;19165;19637;19638;19639;19640;19641;19642;19643;19644;19645;19646;19647;19648;19649;19650;19651;19652;19653;19654;19655;19656;19657;19658;19659;19660;19661;19662;19663;19664;19665;19666;19667;21937;21938;21939;26325;26326;26327;26328;26329;26330;26331;26332;26333;26334;26335;26336;26337;26338;26339;26340;26341;26342;26343;26344;27942;27943;27944;27945;27946;27947;28331;28332;28333;29476;29477;29478;29479;29480;29481;29482;29483;29484;29485;29486;29865;29866;29867;30333;30334;30335;30336;30337;30338;30339;30340;30341;30902;30903;30904;30905;30906;30907;30908;30909;30910;30911;30912;31035;31036;31037;31038;31039;31040;31041;31042;31043;31044;31045;31046;31047;31048;31049;31050;31051;31052;31053;31054;31055;31056;31057;31058;31059;31060;31061;31062;31625;31626;31627;31628;31629;31630;31631;31632;31633;31634;31635;31868;31869;31870;31871;31872	6068;6069;6070;7056;7057;7058;7059;7060;7061;7062;7063;7064;7065;7066;7067;7068;7069;7070;7071;7072;7073;7074;7075;7076;7077;11567;11568;11569;12280;12281;12282;12283;12284;12285;12286;12287;14696;14697;14698;14699;14700;14701;14702;15981;15982;15983;15984;15985;15986;15987;15988;15989;15990;15991;15992;15993;15994;18421;18422;18423;19467;19468;19469;19470;19471;19472;19473;19474;19475;19476;19477;19478;19479;19480;19481;19482;19483;19484;19991;19992;19993;19994;19995;19996;19997;19998;19999;20000;20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013;20014;20015;20016;20017;20018;20019;20020;20021;20022;20023;20024;20025;20026;20027;20028;22235;26824;26825;26826;26827;26828;26829;26830;26831;26832;26833;26834;26835;26836;26837;26838;26839;26840;26841;26842;26843;26844;26845;26846;26847;26848;26849;26850;26851;26852;26853;26854;26855;26856;28450;28451;28452;28453;28849;28850;28851;28852;28853;28854;28855;28856;28857;30012;30013;30014;30015;30016;30017;30018;30019;30020;30021;30022;30023;30424;30425;30426;30427;30428;30429;30430;30431;30432;30433;30434;30435;30908;30909;30910;30911;30912;30913;30914;30915;30916;30917;30918;30919;30920;31485;31486;31487;31488;31489;31490;31491;31492;31493;31494;31495;31496;31497;31498;31499;31500;31631;31632;31633;31634;31635;31636;31637;31638;31639;31640;31641;31642;31643;31644;31645;31646;31647;31648;31649;31650;31651;31652;31653;31654;31655;31656;31657;31658;31659;31660;32239;32240;32241;32242;32243;32244;32245;32246;32247;32248;32504;32505;32506;32507	6068;6070;7062;7065;11569;12282;14696;15991;18423;19476;20028;22235;26855;28451;28453;28855;30014;30434;30914;31495;31500;31649;32243;32248;32505	3;4;5;6	128;131;173;229
sp|P00359|G3P3_YEAST	sp|P00359|G3P3_YEAST	27	27	5	>sp|P00359|G3P3_YEAST Glyceraldehyde-3-phosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDH3 PE=1 SV=3	1	27	27	5	27	27	5	71.4	71.4	21.1	35.746	332	332	1	243	0	323.31	By MS/MS	71.4	30380000000	30380000000	1519000000	1519000000	54145000000	54	54				31	1639;1640;1916;1917;3103;3120;3259;3275;3891;4186;4802;5072;5183;7011;7467;7468;7566;7844;7934;8055;8205;8206;8229;8385;8387;8388;8442	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1660;1661;1940;1941;3147;3164;3307;3323;3944;4246;4247;4871;5144;5145;5260;7127;7585;7586;7687;7968;7969;8062;8184;8336;8337;8361;8362;8363;8521;8523;8524;8580	6065;6066;6067;6068;6069;6070;7065;7066;7067;7068;7069;7070;7071;7072;7073;7074;7075;7076;11573;11574;11575;11576;11644;11645;11646;11647;12184;12185;12241;12242;12243;12244;12245;14515;14516;14517;14518;14519;14520;14521;14522;14523;14524;15831;15832;15833;15834;15835;15836;15837;15838;15839;15840;15841;15842;18157;18158;18159;18160;19157;19158;19159;19160;19161;19162;19163;19164;19165;19637;19638;19639;19640;19641;19642;19643;19644;19645;19646;19647;19648;19649;19650;19651;19652;19653;19654;19655;19656;19657;19658;19659;19660;19661;19662;19663;19664;19665;19666;19667;26325;26326;26327;26328;26329;26330;26331;26332;26333;26334;26335;26336;26337;26338;26339;26340;26341;26342;26343;26344;27942;27943;27944;27945;27946;27947;28331;28332;28333;29454;29455;29456;29457;29458;29459;29460;29461;29462;29463;29464;29465;29466;29467;29468;29469;29470;29471;29472;29473;29474;29475;29865;29866;29867;30333;30334;30335;30336;30337;30338;30339;30340;30341;30902;30903;30904;30905;30906;30907;30908;30909;30910;30911;30912;31035;31036;31037;31038;31039;31040;31041;31042;31043;31044;31045;31046;31047;31048;31049;31050;31051;31052;31053;31054;31055;31056;31057;31058;31059;31060;31061;31062;31625;31626;31627;31628;31629;31630;31636;31637;31638;31639;31640;31641;31642;31643;31644;31645;31646;31647;31648;31649;31650;31651;31652;31653;31654;31655;31656;31657;31658;31659;31660;31661;31662;31663;31664;31665;31666;31868;31869;31870;31871;31872	6068;6069;6070;7056;7057;7058;7059;7060;7061;7062;7063;7064;7065;7066;7067;7068;7069;7070;7071;7072;7073;7074;7075;7076;7077;11567;11568;11569;11645;11646;11647;11648;12244;12292;12293;12294;12295;12296;14696;14697;14698;14699;14700;14701;14702;15981;15982;15983;15984;15985;15986;15987;15988;15989;15990;15991;15992;15993;15994;18421;18422;18423;19467;19468;19469;19470;19471;19472;19473;19474;19475;19476;19477;19478;19479;19480;19481;19482;19483;19484;19991;19992;19993;19994;19995;19996;19997;19998;19999;20000;20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013;20014;20015;20016;20017;20018;20019;20020;20021;20022;20023;20024;20025;20026;20027;20028;26824;26825;26826;26827;26828;26829;26830;26831;26832;26833;26834;26835;26836;26837;26838;26839;26840;26841;26842;26843;26844;26845;26846;26847;26848;26849;26850;26851;26852;26853;26854;26855;26856;28450;28451;28452;28453;28849;28850;28851;28852;28853;28854;28855;28856;28857;29991;29992;29993;29994;29995;29996;29997;29998;29999;30000;30001;30002;30003;30004;30005;30006;30007;30008;30009;30010;30011;30424;30425;30426;30427;30428;30429;30430;30431;30432;30433;30434;30435;30908;30909;30910;30911;30912;30913;30914;30915;30916;30917;30918;30919;30920;31485;31486;31487;31488;31489;31490;31491;31492;31493;31494;31495;31496;31497;31498;31499;31500;31631;31632;31633;31634;31635;31636;31637;31638;31639;31640;31641;31642;31643;31644;31645;31646;31647;31648;31649;31650;31651;31652;31653;31654;31655;31656;31657;31658;31659;31660;32239;32240;32241;32242;32243;32249;32250;32251;32252;32253;32254;32255;32256;32257;32258;32259;32260;32261;32262;32263;32264;32265;32266;32267;32268;32269;32270;32271;32272;32273;32274;32275;32276;32277;32278;32504;32505;32506;32507	6068;6070;7062;7065;11569;11647;12244;12295;14696;15991;18423;19476;20028;26855;28451;28453;28855;29995;30434;30914;31495;31500;31649;32243;32260;32276;32505	3;4;5;7	128;131;173;229
sp|P00360|G3P1_YEAST	sp|P00360|G3P1_YEAST	27	15	14	>sp|P00360|G3P1_YEAST Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDH1 PE=1 SV=3	1	27	15	14	27	15	14	75.6	45.5	38.3	35.75	332	332	1	104	0	151.17	By MS/MS	75.6	49026000000	49026000000	2228400000	2228400000	104380000000	120	120				32	939;1109;1365;1366;1639;1640;2915;3103;3119;3253;3275;3332;3891;3980;4185;4612;5072;7011;7467;7468;7845;7934;8055;8203;8228;8442;8553	True;True;True;True;False;False;True;False;True;True;False;True;False;True;True;True;False;False;False;False;True;False;False;True;True;False;True	952;1124;1383;1384;1660;1661;2955;3147;3163;3301;3323;3381;3944;4033;4245;4677;5144;5145;7127;7585;7586;7970;7971;8062;8184;8334;8359;8360;8580;8693	3582;3583;3584;4129;4130;4131;4957;4958;4959;4960;4961;4962;4963;4964;6065;6066;6067;6068;6069;6070;10728;10729;10730;10731;10732;10733;10734;10735;10736;10737;10738;10739;10740;10741;11573;11574;11575;11576;11635;11636;11637;11638;11639;11640;11641;11642;11643;12163;12164;12165;12241;12242;12243;12244;12245;12435;12436;12437;12438;12439;12440;12441;12442;12443;14515;14516;14517;14518;14519;14520;14521;14522;14523;14524;14891;14892;14893;14894;15823;15824;15825;15826;15827;15828;15829;15830;17436;17437;17438;17439;17440;17441;17442;17443;19157;19158;19159;19160;19161;19162;19163;19164;19165;26325;26326;26327;26328;26329;26330;26331;26332;26333;26334;26335;26336;26337;26338;26339;26340;26341;26342;26343;26344;27942;27943;27944;27945;27946;27947;29476;29477;29478;29479;29480;29481;29482;29483;29484;29485;29486;29865;29866;29867;30333;30334;30335;30336;30337;30338;30339;30340;30341;30893;30894;30895;30896;30897;30898;31020;31021;31022;31023;31024;31025;31026;31027;31028;31029;31030;31031;31032;31033;31034;31868;31869;31870;31871;31872;32320;32321;32322	3550;3551;4054;4055;4056;4057;4058;4059;4835;4836;4837;4838;4839;4840;4841;4842;4843;6068;6069;6070;10678;10679;10680;10681;10682;10683;10684;10685;10686;10687;10688;10689;11567;11568;11569;11626;11627;11628;11629;11630;11631;11632;11633;11634;11635;11636;11637;11638;11639;11640;11641;11642;11643;11644;12224;12225;12226;12292;12293;12294;12295;12296;12450;12451;12452;12453;12454;12455;12456;12457;12458;12459;12460;12461;12462;12463;12464;12465;12466;12467;12468;12469;12470;12471;12472;14696;14697;14698;14699;14700;14701;14702;15049;15050;15971;15972;15973;15974;15975;15976;15977;15978;15979;15980;17675;17676;17677;17678;17679;17680;17681;17682;17683;17684;17685;17686;17687;19467;19468;19469;19470;19471;19472;19473;19474;19475;19476;19477;19478;19479;19480;19481;19482;19483;19484;26824;26825;26826;26827;26828;26829;26830;26831;26832;26833;26834;26835;26836;26837;26838;26839;26840;26841;26842;26843;26844;26845;26846;26847;26848;26849;26850;26851;26852;26853;26854;26855;26856;28450;28451;28452;28453;30012;30013;30014;30015;30016;30017;30018;30019;30020;30021;30022;30023;30424;30425;30426;30427;30428;30429;30430;30431;30432;30433;30434;30435;30908;30909;30910;30911;30912;30913;30914;30915;30916;30917;30918;30919;30920;31472;31473;31474;31475;31476;31477;31478;31617;31618;31619;31620;31621;31622;31623;31624;31625;31626;31627;31628;31629;31630;32504;32505;32506;32507;32964;32965	3551;4057;4835;4839;6068;6070;10678;11569;11642;12225;12295;12461;14696;15049;15976;17685;19476;26855;28451;28453;30014;30434;30914;31478;31629;32505;32964	5;6;8	128;173;229
sp|P00410|COX2_YEAST	sp|P00410|COX2_YEAST	2	2	2	>sp|P00410|COX2_YEAST Cytochrome c oxidase subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX2 PE=1 SV=1	1	2	2	2	2	2	2	7.2	7.2	7.2	28.567	251	251	1	6	0.00081103	1.8152	By MS/MS	7.2	309070000	309070000	38634000	38634000	665370000	2	2				33	3343;4835	True;True	3392;4904	12479;12480;12481;18277;18278;18279	12519;18539	12519;18539		
sp|P00424|COX5A_YEAST;sp|P00425|COX5B_YEAST	sp|P00424|COX5A_YEAST	3;1	3;1	3;1	>sp|P00424|COX5A_YEAST Cytochrome c oxidase polypeptide 5A, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX5A PE=1 SV=1	2	3	3	3	3	3	3	26.1	26.1	26.1	17.14	153	153;151	1	8	0	13.99	By MS/MS	26.1	358030000	358030000	44754000	44754000	747130000	4	4				34	4898;5430;8311	True;True;True	4969;5522;8445	18553;18554;18555;20581;20582;20583;31356;31357	18903;18904;18905;20892;20893;31969	18904;20893;31969		
sp|P00427|COX6_YEAST	sp|P00427|COX6_YEAST	4	4	4	>sp|P00427|COX6_YEAST Cytochrome c oxidase subunit 6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX6 PE=1 SV=1	1	4	4	4	4	4	4	30.4	30.4	30.4	17.341	148	148	1	14	0	24.031	By MS/MS	30.4	507120000	507120000	50712000	50712000	882150000	9	9				35	688;7929;7982;8560	True;True;True;True	699;8057;8111;8700	2718;2719;2720;29849;30033;30034;30035;32349;32350;32351;32352;32353;32354;32355	2774;2775;30396;30603;30604;32990;32991;32992;32993	2775;30396;30604;32990		
sp|P00431|CCPR_YEAST	sp|P00431|CCPR_YEAST	9	9	9	>sp|P00431|CCPR_YEAST Cytochrome c peroxidase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCP1 PE=1 SV=2	1	9	9	9	9	9	9	30.5	30.5	30.5	40.352	361	361	1	31	0	36.083	By MS/MS	30.5	1108900000	1108900000	52803000	52803000	2308100000	20	20				36	786;1976;3035;4290;4665;4945;5461;6515;6928	True;True;True;True;True;True;True;True;True	797;2001;3079;4351;4731;5017;5554;6625;7044	3047;3048;3049;7297;7298;7299;7300;11227;11228;11229;16197;16198;16199;17643;18715;18716;18717;18718;18719;18720;20699;20700;20701;20702;20703;24444;24445;24446;26015;26016;26017	3068;3069;7307;7308;7309;11214;11215;11216;16383;16384;16385;17905;19044;19045;19046;19047;21007;21008;21009;24799;26464;26465	3069;7308;11216;16385;17905;19047;21009;24799;26465		
sp|P00445|SODC_YEAST	sp|P00445|SODC_YEAST	9	9	9	>sp|P00445|SODC_YEAST Superoxide dismutase [Cu-Zn] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOD1 PE=1 SV=2	1	9	9	9	9	9	9	75.3	75.3	75.3	15.854	154	154	1	44	0	116.37	By MS/MS	75.3	19339000000	19339000000	1611600000	1611600000	42721000000	49	49				37	2116;2591;4582;5880;6914;6915;7154;7173;8060	True;True;True;True;True;True;True;True;True	2142;2622;4647;5983;7030;7031;7270;7289;8189	7826;7827;7828;7829;7830;7831;7832;7833;7834;9530;9531;9532;9533;9534;9535;17263;17264;17265;22179;22180;22181;25964;25965;25966;25967;25968;25969;25970;25971;25972;25973;25974;25975;25976;25977;26793;26794;26875;26876;26877;30356;30357;30358;30359	7836;7837;7838;7839;7840;7841;7842;7843;7844;7845;9547;9548;9549;9550;17464;17465;17466;17467;17468;17469;22494;22495;22496;22497;22498;22499;26409;26410;26411;26412;26413;26414;26415;26416;26417;26418;26419;26420;26421;26422;26423;27302;27303;27400;27401;30933;30934;30935;30936;30937;30938	7844;9548;17469;22495;26412;26423;27303;27400;30934		
sp|P00447|SODM_YEAST	sp|P00447|SODM_YEAST	4	4	4	>sp|P00447|SODM_YEAST Superoxide dismutase [Mn], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOD2 PE=1 SV=1	1	4	4	4	4	4	4	27.9	27.9	27.9	25.774	233	233	1	10	0	10.156	By MS/MS	27.9	1795800000	1795800000	163260000	163260000	3558800000	10	10				38	254;313;2180;5299	True;True;True;True	260;319;2207;5381	1037;1258;1259;1260;8062;8063;8064;20109;20110;20111	1080;1279;1280;1281;8079;8080;8081;20458;20459;20460	1080;1281;8079;20460		
sp|P00498|HIS1_YEAST	sp|P00498|HIS1_YEAST	6	6	6	>sp|P00498|HIS1_YEAST ATP phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIS1 PE=1 SV=1	1	6	6	6	6	6	6	23.2	23.2	23.2	32.266	297	297	1	19	0	12.431	By MS/MS	23.2	676550000	676550000	37586000	37586000	1436500000	18	18				39	2437;2967;3290;3363;4941;8471	True;True;True;True;True;True	2468;3009;3338;3412;5013;8609	8983;8984;8985;10952;10953;10954;10955;12293;12294;12295;12565;12566;12567;18700;18701;18702;31972;31973;31974	9031;9032;9033;10927;10928;12345;12346;12606;12607;12608;19028;19029;19030;19031;32611;32612;32613;32614	9031;10927;12346;12608;19028;32611		
sp|P00546|CDK1_YEAST	sp|P00546|CDK1_YEAST	3	2	2	>sp|P00546|CDK1_YEAST Cyclin-dependent kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC28 PE=1 SV=1	1	3	2	2	3	2	2	11.1	7.4	7.4	34.061	298	298	1	4	0	2.232	By MS/MS	11.1	36469000	36469000	1657700	1657700	73067000	2	2				40	330;1028;5218	True;False;True	336;1042;5295	1312;1313;3866;3867;3868;19782;19783	1326;3810;20143	1326;3810;20143		
sp|P00549|KPYK1_YEAST	sp|P00549|KPYK1_YEAST	36	36	33	>sp|P00549|KPYK1_YEAST Pyruvate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC19 PE=1 SV=2	1	36	36	33	36	36	33	69.4	69.4	67.4	54.544	500	500	1	261	0	323.31	By MS/MS	69.4	220130000000	220130000000	7861700000	7861700000	460010000000	317	317				41	148;188;212;280;315;1792;1948;2530;2541;2933;2957;3374;3633;3648;4025;4148;4149;5093;5094;5345;5456;5930;5977;5983;6319;6435;6436;6698;6699;6999;7166;7333;7334;7410;8149;8666	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	151;152;192;216;286;321;1814;1973;2561;2572;2974;2999;3423;3684;3685;3700;4079;4207;4208;5168;5169;5432;5433;5549;6033;6080;6086;6425;6545;6546;6813;6814;7115;7282;7450;7451;7528;8279;8280;8807	625;626;627;628;629;630;631;632;633;634;635;636;637;638;639;640;641;642;643;644;645;646;647;777;778;779;864;865;866;1132;1133;1134;1135;1136;1137;1138;1139;1140;1141;1142;1143;1264;1265;1266;6546;6547;6548;6549;6550;6551;6552;6553;6554;6555;6556;6557;6558;6559;7205;9330;9331;9332;9333;9334;9364;9365;9366;10820;10821;10822;10909;10910;10911;10912;10913;10914;10915;10916;10917;10918;10919;10920;10921;10922;12595;12596;12597;12598;12599;12600;12601;12602;12603;12604;12605;12606;12607;12608;12609;12610;12611;13546;13547;13548;13549;13550;13551;13629;13630;13631;15083;15084;15085;15086;15087;15088;15647;15648;15649;15650;15651;15652;15653;15654;15655;15656;15657;15658;15659;15660;15661;15662;19237;19238;19239;19240;19241;19242;19243;19244;19245;19246;19247;19248;19249;19250;19251;19252;19253;20277;20278;20279;20280;20281;20282;20283;20284;20285;20286;20287;20288;20289;20681;20682;20683;20684;20685;20686;20687;20688;20689;22341;22342;22343;22344;22345;22346;22503;22504;22505;22506;22507;22508;22522;22523;22524;22525;23796;23797;23798;24180;24181;24182;24183;24184;24185;24186;25206;25207;25208;25209;25210;25211;25212;25213;25214;25215;25216;25217;25218;25219;25220;25221;25222;25223;25224;26263;26264;26265;26266;26267;26268;26837;26838;26839;26840;26841;26842;27472;27473;27474;27475;27476;27477;27478;27479;27480;27731;27732;27733;27734;27735;27736;27737;30670;30671;30672;30673;30674;30675;30676;30677;30678;30679;30680;32701;32702;32703;32704;32705;32706	726;727;728;729;730;731;732;733;734;735;736;737;738;739;740;741;742;743;857;858;859;860;933;934;935;936;1156;1157;1158;1159;1160;1161;1162;1163;1164;1165;1166;1167;1168;1169;1170;1171;1283;1284;1285;6488;6489;6490;6491;6492;6493;6494;6495;6496;6497;6498;6499;6500;6501;6502;6503;6504;6505;7214;9368;9369;9370;9371;9372;9373;9374;9375;9376;9377;9401;9402;9403;10769;10770;10771;10772;10773;10774;10775;10776;10878;10879;10880;10881;10882;10883;10884;10885;10886;10887;10888;10889;10890;10891;10892;10893;10894;10895;10896;10897;10898;12637;12638;12639;12640;12641;12642;12643;12644;12645;12646;12647;12648;12649;12650;12651;12652;12653;12654;13607;13608;13609;13610;13611;13612;13613;13614;13615;13616;13723;13724;13725;13726;13727;13728;15202;15203;15204;15205;15206;15207;15208;15209;15210;15788;15789;15790;15791;15792;15793;15794;15795;15796;15797;15798;15799;15800;15801;15802;15803;15804;15805;15806;15807;15808;19568;19569;19570;19571;19572;19573;19574;19575;19576;19577;19578;19579;19580;19581;19582;19583;19584;19585;19586;19587;20602;20603;20604;20605;20606;20607;20608;20609;20610;20611;20612;20613;20614;20615;20616;20991;20992;20993;20994;20995;20996;20997;20998;20999;22638;22639;22640;22641;22642;22643;22782;22783;22784;22785;22786;22787;22788;22789;22790;22791;22792;22806;22807;22808;22809;24187;24188;24189;24552;24553;24554;24555;24556;24557;24558;24559;25636;25637;25638;25639;25640;25641;25642;25643;25644;25645;25646;25647;25648;25649;25650;25651;25652;26738;26739;26740;26741;26742;26743;26744;26745;26746;27339;27340;27341;27342;27343;27344;27345;27346;27347;27348;27349;27350;27351;27352;27353;27354;27355;27356;27357;27358;27359;27360;27361;27362;27363;27973;27974;27975;27976;27977;27978;27979;27980;27981;27982;27983;27984;27985;27986;27987;28215;28216;28217;28218;28219;28220;28221;28222;28223;28224;28225;28226;31237;31238;31239;31240;31241;31242;31243;31244;31245;31246;31247;31248;31249;33302;33303;33304;33305;33306;33307;33308;33309;33310;33311	732;858;935;1157;1284;6503;7214;9368;9401;10776;10881;12638;13610;13723;15208;15788;15793;19577;19583;20613;20998;22643;22784;22808;24189;24552;24555;25636;25651;26739;27360;27976;27985;28218;31245;33307	9;10;11;12	50;126;261;330
